fold,text,id,label__decision_type_relevant,label__decision_type_sentiment_nonneutral,label__relevant,label__sentiment,label__who,label__decision_type_sentiment,label__decision_type_who
dev,"Hospital Pauses Test of an Ebola Vaccine Licensed to Merck, via @nytimes http://t.co/9MeBFG3ZpV",543271862919499000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,@BrittMcHenry You couldn't pay me to go into an NHL locker room right now with the mumps going around you are very brave,544721456526282000    ,unanimous,,no,,,,
train,Toddler sparks measles alert | http://t.co/IOXGXEyn3D http://t.co/zIWbDRK0Yu,532910808439992000    ,unanimous,,no,,,,
dev,Haiti's twofold tragedy: earthquake and cholera ??in pictures http://t.co/MdkXtxfGco,554542505115402000    ,unanimous,,no,,,,
dev,@kevshockey mumps or lupus I think,543569060437323000    ,unanimous,,no,,,,
test,Vaccines new song is sick,557289313235660000    ,unanimous,,no,,,,
test,.@UofTFamilyMed & @UofT_dlsph's Ross Upshur coauthors report on challenges to Ebola vaccine efforts: http://t.co/6WzIel62Sb #UofTMed,555029168577323000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,Beauty Hot Deals: http://t.co/3NDB6bPOYS best Korean red Ginseng gold Extract vitamin tea Immune health sex pow... http://t.co/UKOGgQ6hIY,545643819237384000    ,unanimous,,no,,,,
train,Pharmaceutical employees arrested after causing 64 deaths with drug tainted with fungal meningitis http://t.co/fWi8A0lSLq #Hijau #Berke...,548549281872109000    ,unanimous,,no,,,,
dev,"Nigeria has achieved 87 per cent success in the fight against polio, measles ??NPHCDA http://t.co/aSL16gLAxr",534842772985888000    ,unanimous,,no,,,,
dev,FDA approved: Human cancer cells added to vaccines http://t.co/9yZ6wm8ikG via @thehealthguy,541667545191686000    ,unanimous,unanimous,yes,negative,no,unanimous,unanimous
train,I have the shittiest immune system in the world.,552154918333603000    ,unanimous,,no,,,,
train,Sanofi: FDA Approves Priftin Tablets To Treat Latent Tuberculosis Infection http://t.co/lDdFjlRJSO,539717459561824000    ,unanimous,,no,,,,
train,My immune system been so good to me. I ain't been sick in so long,540957632870088000    ,unanimous,,no,,,,
dev,Bill Gates Faces Trial in India For Illegally Testing Tribal Children with Vaccines | World http://t.co/5k19kULLMW http://t.co/PA8GCvLShe,549778375590805000    ,unanimous,,yes,neutral,yes,unanimous,majority
dev,Immune system don't fail me now please!,539598273980276000    ,unanimous,,no,,,,
dev,Measles Scare in Pennsylvania Comes to?End http://t.co/wdKw4Tjsog,552011606805061000    ,unanimous,,no,,,,
dev,http://t.co/ze45GPuHEv Deals #9013 Korean Ginseng Extract Ginsenosides vitamin tea Immune health sex power diet... http://t.co/uA3rRS271L,556641274489765000    ,unanimous,,no,,,,
train,Whys my immune system so shit!!! Nobody understands how badly I get hangovers #Fuckoff,541546489395568000    ,unanimous,,no,,,,
dev,"""Powdered measles vaccine found safe in early trials - Indian Express"" http://t.co/k3DQjGtY5U #digitalhealth #healthnews",537679913369993000    ,unanimous,,yes,,no,,unanimous
train,14 charged for roles in meningitis outbreak - http://t.co/vu35nLtAhY via http://t.co/4U6qGPMf6D,545262903603908000    ,unanimous,,no,,,,
test,Two female polio vaccinators killed and four injured when unknown gunmen opened fire at the in Queta the provincial capital of Balochistan.,537487550676762000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,Evolving Whooping Cough Bacteria Outsmarts #Vaccines http://t.co/moNPh2CKWU via @mercola,555028984355127000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,FORAFIA BEAUTY : http://t.co/d15ABBDeyb #552 Korea Ginseng gold Extract vitamin tea Immune health sex power diet http://t.co/60rpwPkj33,549596693424250000    ,unanimous,,no,,,,
train,@wordsmina LOOL mina i didnt have my immunization records in on time!!!!,537045925987098000    ,unanimous,,no,,,,
test,THE IMITATION GAME: Better than bovine tuberculosis and more believable.,550486455836213000    ,unanimous,,no,,,,
train,@AETV @DonnieWahlberg Good thing @JennyMcCarthy wasn't around during the polio epidemic. Half the world would be in leg braces & iron lungs.,552583727084470000    ,unanimous,,no,,,,
test,My immune system just can't catch a break,545364709256757000    ,unanimous,,no,,,,
dev,just read that two more Penguins players tested positive for mumps. and the Caps are due to play them next. surgical masks for everyone!,548587011788255000    ,unanimous,,no,,,,
train,My immune system must suck cause I'm sick like everyday,549289143994298000    ,unanimous,,no,,,,
test,Good to know! MT @mogrunt1: FYI: Arm soreness is an indicator of a good immune response. according to an Inf disease dr at our phcy conf.,534399342082523000    ,majority,,no,,,,
test,?@Juestoned: i think i'm immune to ambien at this point? #ReasonsYouAndGabArePerfTogether @gabbygiannone,557392952297668000    ,unanimous,,no,,,,
train,#Deals Korean red Ginseng gold Extract vitamin tea Immune health sex power diet http://t.co/JEpDAN3VzE @492,533583605436391000    ,unanimous,,no,,,,
test,"peds interesting case: anti-NMDA receptor encephalitis.  Rare, not usually ED Dx but we should be familiar #EMconf http://t.co/RU9sRxLFAy",534718880564793000    ,unanimous,,no,,,,
train,Many young men who report having sex with other young men have the human papillomavirus that can lead to genital... http://t.co/pNFzAeBdck,540649787154915000    ,unanimous,,no,,,,
dev,@lauriefredricks wrong. Totally wrong. And not getting vaccines puts your community at risk.,546491418970427000    ,unanimous,unanimous,yes,positive,no,unanimous,unanimous
train,"i've become immune to caffeine & my alarm clock broke. houston, we have more than a problem. #greattiming #examweek",540238135733805000    ,unanimous,,no,,,,
test,Super Immunity: 15 Things You Can Do To Supercharge Your Immune System: Learning To Improve The Function Of Yo... http://t.co/ZzJtLEBpeA,538998612517060000    ,unanimous,,no,,,,
test,"Top story: Inmuva Study unlocks basis of key immune protein's two-faced role http://t.co/plnta47v53, see more http://t.co/f1uXqMEjWw",540310057884598000    ,unanimous,,no,,,,
dev,All I want for Christmas is to have high MMR,547709298823147000    ,unanimous,,no,,,,
dev,">>> Kenya: Tetanus jab saga exposes serious flaws in Kenya's handling of medical products http://t.co/Kn67WaQUpl #Nairobi, #Kenya",536299459068841000    ,unanimous,,no,,,,
train,My immune system hates me this year. #flu #BetterThanEbola,549677044221902000    ,unanimous,,no,,,,
train,"@BrianSandalow and I suppose you don't want mumps either... Sheesh, thought u were a team player.",557302272267669000    ,unanimous,,no,,,,
train,"""I was nauseous and tingly vll over. I was either in lzve or I had smallpox."" - Woody Allen",537812399202795000    ,unanimous,,no,,,,
train,@TheWienerDick dtp today ?,554774272241958000    ,unanimous,,no,,,,
test,New Beauty Deals http://t.co/qIgtm7W1l6 #1772 best Korean red Ginseng gold Extract vitamin tea Immune health se... http://t.co/4kiuc7HYpc,551550331004657000    ,unanimous,,no,,,,
train,Rabies risk from puppy smuggling http://t.co/cvxDtxMAxM,533135002335477000    ,unanimous,,no,,,,
dev,"""@BKayJustThatGuy: UKO ~~>""@CROWNED_CHICK: Oomf is a very bad person, he thinks hz superior and immune to criticism.""""Yes",537538765800357000    ,unanimous,,no,,,,
test,CDC says it is too late to make new flu vaccine for this season - Fox News http://t.co/WzAq0xokgi,540920756293865000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,Prototype of Skin Patch That Delivers Vaccine through Nanofibers Presented at Collegiate Invento... http://t.co/Lji3cJEeWM #nanomedicine,534838195905912000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,Local Health Camp raided & expired POLIO drops found in stock by Director Health Karachi. Human Life Was Never So Cheap.,540971045004783000    ,unanimous,,no,,,,
test,@laurajean24fan @ToddTPrice24 @chevychevelle48    I have mixed thoughts on all vaccines.,555534203153297000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,Vaccinate yourselves against the anti-vaxxers http://t.co/jS1rf18gF2 via @imgur,549957846004031000    ,unanimous,unanimous,yes,positive,no,unanimous,unanimous
test,"Many With Hepatitis C Missing Out on Treatment, Study Finds: SUNDAY, Jan. 11, 2015 (HealthDay News) - Many? http://t.co/bZpztCfmqW",554297792152084000    ,unanimous,,no,,,,
test,@conwild @borleyrose I think I'm immune from Christmas related sentimentalism,533214315885912000    ,unanimous,,no,,,,
test,9 measles cases confirmed among recent Disneyland visitors http://t.co/sqwdCQLd7S,553136063729106000    ,unanimous,,no,,,,
train,International News ??'New Ebola Vaccine Trial Begins ' via @233liveOnline. Full story at http://t.co/z63ASA5yEv,552808045105799000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,i aint neva had chicken pox,537414614053429000    ,unanimous,,no,,,,
dev,Here's a useful article about this season's flu vaccine to share with patients worried after this week's stories... http://t.co/LdYRblLgVh,540996852112318000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,@obaa_boni @mashable lol. Imagine how they'd have to explain the resulting tetanus infections to the cave man doctor.,555632134241923000    ,unanimous,,no,,,,
dev,"Great start to the week, bug landing in my smoothie. Good for the immune system!",536661496516722000    ,unanimous,,no,,,,
dev,"? 14 arrested, charged in meningitis outbreak: BOSTON (AP) ? Fourteen owners or employees of a Massachusetts c... http://t.co/t15r98nkiV",545237664505413000    ,unanimous,,no,,,,
train,Hot Beauty Offers http://t.co/seDhdmckcJ #8121 Korea Ginseng gold Extract vitamin tea Immune health sex power d... http://t.co/iZTaObBCbt,534472408171044000    ,unanimous,,no,,,,
dev,Manmad Shuttle 51423 started on 06/12/2014 Reached its destination MMR and was 70 Mins Late http://t.co/iQI4ufOrbB,541347376880185000    ,unanimous,,no,,,,
train,@BuzzFeedNews #health | In this writing we?ll look at many Ideas for bolster your immune system. FREE Tutorial:  http://t.co/VHO11rCrXk,545407076537606000    ,unanimous,,no,,,,
dev,Cool that my pricey insurance doesn't cover the flu vaccine but at least CVS gave me a dingy chair in their lobby. America!,534477673951535000    ,unanimous,,yes,neutral,yes,unanimous,unanimous
dev,"@4U_WTF Vaccine Safety Conference 2011,see at http://t.co/E83QAUU1LJ ? Scientific proof vs CDC propaganda #vaccines #CDCwhistleblower",554649973795467000    ,unanimous,,yes,,no,,unanimous
dev,Lysine has helped the diarrhea? Interesting! Apparently it's an important amino acid for immune system http://t.co/2Twu1FNRpz @integraljere,557830165515235000    ,unanimous,,no,,,,
train,"Immune Cells Could Help Control Obesity, Diabetes - Headlines & Global News http://t.co/AZ90zg20JS",547610282365685000    ,unanimous,,no,,,,
train,I'm so stressed right now I need a weekend off but I missed rehearsals two weekends ago cuz I was sick...damn it immune system,533648237685907000    ,unanimous,,no,,,,
test,@catiecoghlan9 *runs gym mile in khaki pants and a long sleeved polio shirt*,535282773477822000    ,unanimous,,no,,,,
train,Got my septum pierced yesterday. Today I feel like I'm getting a cold. Perfect timing immune system. Round of applause.,536085464923766000    ,unanimous,,no,,,,
test,"Like, would it calculate spread damage despite being immune and/or despite someone protecting?",552947821352321000    ,unanimous,,no,,,,
test,"Fasting triggers stem cell regeneration of damaged, old immune system http://t.co/SKzirAk2Ae",543260873330941000    ,unanimous,,no,,,,
dev,$XOM not immune to Oil Price Drop  - https://t.co/6hJ999kZZE,555903875098480000    ,unanimous,,no,,,,
train,"#Deals : 6X NEW USANA Probiotic food supplement for digestive and immune health,EXP 06/15  ... http://t.co/u5fIphsAta",549200948942622000    ,unanimous,,no,,,,
dev,Kenyan gvmt launches probe into claim UN is using vaccines for ?mass sterilization? | News | Lifesitenews http://t.co/r0C0jlhavI,532728603755048000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,Pharma News: Johnson starts Phase I trial of Ebola vaccine regimen http://t.co/us6Z3uyBd0,552770593364672000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,s/o to my immune system for being a piece of shit,547051059387314000    ,unanimous,,no,,,,
train,ONLINE DEALS : http://t.co/lG87esc0Pt #91012 Korean Ginseng Extract Ginsenosides vitamin tea Immune health sex ... http://t.co/0SLe3IbPp1,549308649332809000    ,unanimous,,no,,,,
train,My immune system as failed me... And at the worst possible time.,537831404659159000    ,unanimous,,no,,,,
train,"Downie makes strong return from mumps, powers Pens past Bolts http://t.co/DgoohNB7Nm http://t.co/hIEZdICxzO",551224082008522000    ,unanimous,,no,,,,
test,"HEPATITIS SUBJECT IS VAIL, COLORADO. DONKEY CAN MY DIAPER IS MAY DAY LIKE, AND WHERE THE CHAMPAGNE HAS POO YOUR DENTURES WISDOM",536642160011907000    ,unanimous,,no,,,,
test,my immune system down bad right now,546715539260051000    ,unanimous,,no,,,,
train,MMR PA TRAS,549259709744959000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,@XxoPres_ get encanisha from an herbal store stuff is amazing. I have a horrible immune system & I havent got sick since I started using it,539593938437292000    ,unanimous,,no,,,,
train,Gained 24 MMR today.  Lost 25. :(,541724945278328000    ,unanimous,,no,,,,
dev,btw all players will receive a complementary mumps infection at no charge,547088814230233000    ,unanimous,,no,,,,
dev,"Looking up the weathered shingles, rusted nails, and now empty porch light socket. I won... http://t.co/rrJOTtgNM6 http://t.co/RkcXdOQYQW",532388373756121000    ,unanimous,,no,,,,
train,"All joking aside, it's pretty insane that the mumps is running Wild through the NHL ok sorry that was a pun",540579340648341000    ,unanimous,,no,,,,
dev,Dog saves family's baby and then suffers severe reaction to vaccine - National Dogs | http://t.co/yDA4y7BLhv http://t.co/GecgLRHRSg,555054049414766000    ,unanimous,unanimous,yes,negative,yes,unanimous,unanimous
dev,"is derived from Latin, meaning little red. Rubella is also known as German measles because the disease was first described by",542944591737933000    ,unanimous,,no,,,,
dev,## NEWS Scientists hopeful of Ebola Virus Disease vaccine  http://t.co/FevYTJHAl3,547343016026189000    ,unanimous,unanimous,yes,positive,no,unanimous,unanimous
dev,@DonLagreca @NYRangers @EdmontonOilers @lindacohn @ESPNNY98_7FM Watch out for the mumps Don!,544301491008569000    ,unanimous,,no,,,,
train,"Sexual history key to watching for risk @NAMSnews HPV, the Sexual Revolution & menopause: what women need to know http://t.co/ZyjMBY7bRh",544931144249405000    ,unanimous,,no,,,,
train,My younger sister developed chicken pox on christmas eve. What a memorable Christmas. Lol! Merry Christmas! :-D #hopingIwillnotbeinfected,547803599955193000    ,unanimous,,no,,,,
train,Ebola Vaccine Trials to Start in Liberia in Late January http://t.co/j6oC0mRpCb,554277851546275000    ,unanimous,,yes,neutral,no,unanimous,majority
train,"The Oklahoma City students who partook of the debate 'twixt myself & Mr. Hamilton this eve'n, seemed happily immune to Federalist chicanery.",552038328888217000    ,unanimous,,no,,,,
dev,My mom tried to call a timeout in our game when the other team had the ball... She blamed it on the drugs she's taking for shingles,540358252970934000    ,unanimous,,no,,,,
